,URL,Creation Time,Title,Content
0,https://www.opendiary.com/m/rebornsoldier/first-day-of-verbal-delirium-756646/,2003-07-27,first day of verbal delirium…,"
it is two o’seven in the morning and i have less then three hours before I am scheduled to go to class. I have been procrastanating all day bout the test i have tommorow. I have alot going on in my world..i am single.. i am sleep deprived and…lookin at the clock one day closer to my birthday..which undoubtably means gettin older…i am frettin bout talkin to natasha who is a person you will probly hear bout …she is not my gf or anything like that just someone from my past that has a piece of me that can not be taken back..ill get into that more as time goes on…i hate life right now…im broke im in debt and just overall stressing out bout how i am gonna make the $$$ to get me over this hump in the road. i just moved to this area and dont know alot of people but the ones i have met are plain scandolous, one of my friends is cheating on his wife…with a girl that we both know and work with…he is using me as a cover but unknown to me…ok? his wife calls and asks for him…oops..what can i say? i said he isnt here…and she goes off….oh well sucks to be in a marraige like that…i wish that if i ever find someone…it will be more meaninful then that…well ihave lots of energy and no one to talk to seeing its two in the morning…so i ramble on in my virage of endless roads in my head….all roads with no destination in site..i hope you enjoy this journey with me..heck, most of the time i dont know where im goin…lata yall…gonna try to lay down again…love ya peace*
"
1,https://www.opendiary.com/m/rebornsoldier/exhales-a-breath-of-tranquility-756647/,2003-07-27,exhales….a breath of tranquility,"
hey you guys…guess what? i made a ninety two on my test that i crammed for at two in the morning.class was a trip, this guy jumped up and started screaming at the teacher…all was well..no one got gunshot wounds or anything..bad joke but those of you that know me know im not really that morbid..anywho i am just got in from class i am tired but not sleepy…but i do work tonight so i think maybe i should get some kind of zzz’s..emotional check at the moment is serene and optimistic. it is one twenty six and still single and breathing at a rate of 16bpm and heartrate is good…thanks for you that responded to my journal you guys can post a messege without having a journal…if not get one~!lol…a little drive by note there….i will try to end all of these with a martin quote of the day……….here is entry number one: there is no such things as bad people just bad decisions, dont let your actions become your legacy……..mp cya soon..off to sleep
"
2,https://www.opendiary.com/m/rebornsoldier/sleep-is-it-real-or-memorex-756648/,2003-07-28,sleep is it real or memorex?,"
well hi ya’ll, I just woke up and not much has gone on today yet, went to class and came home and slept. eating on some chips ahoy trying to make it all right. here is a song that i liked…hope you enjoy the messege:
my last breath
hold on to me love
you know i can’t stay long
all i wanted to say was i love you and i’m not afraid
can you hear me?
can you feel me in your arms?
holding my last breath
safe inside myself
are all my thoughts of you
sweet raptured light it ends here tonight
i’ll miss the winter
a world of fragile things
look for me in the white forest
hiding in a hollow tree (come find me)
i know you hear me
i can taste it in your tears
holding my last breath
safe inside myself
are all my thoughts of you
sweet raptured light it ends here tonight
closing your eyes to disappear
you pray your dreams will leave you here
but still you wake and know the truth
no one’s there
say goodnight
don’t be afraid
calling me calling me as you fade to black 
mood check is delirious and kinda groggy…the song kinda is the theme or quote of the day…later yahll…….
"
3,https://www.opendiary.com/m/rebornsoldier/love-is-a-illusion-made-for-the-hot-guysonly-756649/,2003-07-28,love is a illusion made for the “hot guys”only,"
“cuts like a knife so deep it hurts is the words of cyndi thompson…..” I decided to come back and really write something meaningful for me,I am hurting and my heart is so full of questions regarding the person that i last gave it to…Kristina ( imortal k”) I didnt really think that I still hurt when it came to her, it has been two years and some months, but I still ache and my heart skips its normal rythym and boom there I go again,I have told people i have a wall up but it isnt really there it is a shell of soft tissue and a reborn heart that still has the same ingredients for pain. I have taken meds, have talked it out, have prayed and still the memory kills my every strand of my heart 🙁 I am so sick and tired of being the guy that women or girls come to for emotional pick me ups or the story of the guy for the day or night….i enjoy helping people and most of the time I dont care, but after awhile its like these people make the same choices over and over…and im a great guy..so why not me? People often stare at me with glances that I cant read..never smiles of happiness but stares of …hmm repulse? I have done the whole self help stuff hell i am goin thru school to council, i love me…but the truth of the matter is most dont…and that just messes with my physche’ because I dont understand why they wouldnt…I pray..I meditate, it all lasts for a short time, then the feelings of inadequecy set in again…I dont know what normal is anymore, I only feel secure when im out doing lord knows what…i just want to be loved..i crave it like a drug…didnt have it as a child,, not as a adolescent..and now not as a adult…and those of you that say be patient it will happen…do lonley people really believe those cliches? its the ones that are in a relationship talking that nonsense. then when they are alone …the words of advice just dont seem to fit anymore…my mind is so tired…my heart aches so much,,not tryin to be a victim or a martyr…just a guy tryin to understand why i am in this spot and trying desperately to live in the moment of alone…im not depressed…im sad there is a difference…and medication doesnt cure it all if you yourself dont learn how to adapt to a new way of thinkin..otherwise you get off the meds and boom! same thoughts same actions…vicious cycle…if this entry alienates some of you im sorry…but this is me and i have listened to your stories for a long time…how bout giving me my time to speak? Some days are sane and others are just plain crazy…without hope or any sunshine..i miss the thought of being in a circle of tranquility and completeness………….this is all for now………talk to you soon….off to work out.*
"
4,https://www.opendiary.com/m/rebornsoldier/time-for-self-help-756650/,2003-07-29,time for self help……..,"
song of the moment:who needs pictures by brad paisley
mood:groggy but inspired
Good afternoon, I am sitting here looking at the flashing cursor tick tick across the screen as my thought pattern is more stable then my last entry.In a emotional kinda state..your emotions take over and bam~you have a verbal meltdown and then you have time to assimilate it all. I think some of the reason for these feelings to be surfacing is because of the class I am taking it is almost like a daily therapy session. It is definately bringing out some feelings, some that I forget even existed. My teacher is a great inspiration and leader, you know sometimes god puts people in your life to lead you to the right path or to the right people well, I think right now that is happening and its kinda scary even though you know what is going on.Thanks for you guys that have taken a interest in my feelings it means alot to hear the positive comments i receive. 
I am off today and tommorow so i think i will take it easy with no real expectations..or plans. I am making a concious effort to remain in the moment and quit trying to live in yesterday or the pain of the past because obiously i cant handle it and need some deep rooted counceling to be able to. I dont write in here to be a whiner or anything like that because i know there is people out there with more severe problems then i..i think i will go to a movie or two today…just hang out and relax…if any of you want to hang with me call me or come by……………….have a great day..love you all
"
5,https://www.opendiary.com/m/rebornsoldier/movin-on-from-the-jade-in-my-heartfilled-box-756651/,2003-07-29,movin on from the jade in my heartfilled box,"
In time we meet people along the way
those that come, go or just fade into
space, and in time we wonder if they really
existed at all…just a vision of light
not expected to be seen in the darkness filled
hall. I look up and wonder where has my years 
gone, am i really that further down this road 
of life we take as minutes on a clock, but who 
pays is it hourly or just in stock.,mostly in stock
of a unfullfilled dream or quest, we often try to be 
the best, if we fall we blaim him for that,
instead of knowing we dropped the hat, if a person
thinks that he or she gets out without paying 
some along the way…pain is a token that the devil 
takes on a daily basis, we are to ignorant to acknowledge
or even fight for our sanity or happiness,just rolling thru life on that darkend bus, we use all sorts of things to fill the void of a jaded heart, never really erasing but allowing it to try to stop. one day it will and then we will be faced with the light that was never seen in the darkness then what do we do, laugh and say this is a illusion too? love exists in the purest of the pure, its the expectations of others that causes us to never see or feel the joy….if a drop of rain can erase the blemishes of the world, then how could a tear not bring the same kind of joy to the soul?some confuse kindness for weakness and i ask you this….if it didnt exist…….would you be here to be missed? the clouds are rolling away from the sunshined horizon of a delicate heart….waitin for the blood to flow again for a moment of pureness to start…it may be a prayer or a nice warm smile,,,,more of these things might warm the world and somehow make it thaw…..so the jaded pieces of my heart are scattered and tryin to make them make sense….i think ill sit back and just let the rays hit me…and the drops of rain to cleanse my soul….anyone want to dabble in my sunshowered stroll….:) winks…*
"
6,https://www.opendiary.com/m/rebornsoldier/shut-up-and-listenplz-hehehe-756652/,2003-07-30,"shut up and listen:),,,,plz? hehehe","
mood: song of the moment is way i am by eminem
I decided to start this entry with a little bit of emotion check…  you tell me what you think…evil smirk
:::Lyrics
Album: Marshall Mathers LP (2000)
Song: The Way I am
[Eminem]
Whatever..
Dre, just let it run
Aiyyo turn the beat up a little bit
Aiyyo.. this song is for anyone.. fu*k it 
Just shut up and listen, aiyyo..
I sit back with this pack of Zig Zags and this bag
of this weed it gives me the shit needed to be
the most meanest MC on this — on this Earth
And since birth I’ve been cursed with this curse to just curse
And just blurt this berserk and bizarre sh** that works
And it sells and it helps in itself to relieve
all this tension dispensin these sentences
Gettin this stress that’s been eatin me recently off of this chest
and I rest again peacefully (peacefully)..
but at least have the decency in you
to leave me alone, when you freaks see me out 
in the streets when I’m eatin or feedin my daughter
to not come and speak to me (speak to me)..
I don’t know you and no, 
I don’t owe you a mo-therf**k-in thing
I’m not Mr. N’Sync, I’m not what your friends think
I’m not Mr. Friendly, I can be a prick
if you tempt me my tank is on empty (is on empty)..
No patience is in me and if you offend me 
I’m liftin you 10 feet (liftin you 10 feet).. in the air 
I don’t care who is there and who saw me destroy you
Go call you a lawyer, file you a lawsuit
I’ll smile in the courtroom and buy you a wardrobe
I’m tired of all you (of all you)..
I don’t mean to be mean but that’s all I can be is just me
Chorus: Eminem
And I am, whatever you say I am
If I wasn’t, then why would I say I am?
In the paper, the news everyday I am
Radio won’t even play my jam
Cause I am, whatever you say I am
If I wasn’t, then why would I say I am?
In the paper, the news everyday I am
I don’t know it’s just the way I am
[Eminem]
Sometimes I just feel like my father, I hate to be bothered
with all of this nonsense it’s constant
And, “Oh, it’s his lyrical content –
– the song ‘Guilty Conscience’ has gotten such rotten responses”
And all of this controversy circles me
and it seems like the media immediately
points a finger at me (finger at me)..
So I point one back at ’em, but not the index or pinkie
or the ring or the thumb, it’s the one you put up
when you don’t give a fuck, when you won’t just put up
with the bullshit they pull, cause they full of shit too
When a dude’s gettin bullied and shoots up his school
and they blame it on Marilyn (on Marilyn).. and the heroin
Where were the parents at? And look where it’s at
Middle America, now it’s a tragedy
Now it’s so sad to see, an upper class ci-ty
havin this happenin (this happenin)..
then attack Eminem cause I rap this way (rap this way)..
But I’m glad cause they feed me the fuel that I need for the fire 
to burn and it’s burnin and I have returned
Chorus
[Eminem]
I’m so sick and tired of bein admired
that I wish that I would just die or get fired
and dropped from my label and stop with the fables
I’m not gonna be able to top on “My Name is..”
And pigeon-holed into some pop-py sensation
to cop me rotation at rock’n’roll stations
And I just do not got the patience (got the patience)..
to deal with these cocky caucasians who think
I’m some wigger who just tries to be black cause I talk 
with an accent, and grab on my balls, so they always keep askin 
the same fu**in questions (fu**in questions)..
What school did I go to, what hood I grew up in
The why, the who what when, the where, and the how
’til I’m grabbin my hair and I’m tearin it out
cause they drivin me crazy (drivin me crazy).. I can’t take it 
I’m racin, I’m pacin, I stand and I sit
And I’m thankful for ev-ery fan that I get
But I can’t take a SH*T, in the bathroom
without someone standin by it
No I won’t sign your autograph
You can call me an as*hole I’m glad
oh well one of my all time favs..:) I am doing okay today I just basically tired of people that try to manipulate or try to threaten me especially when i try to be civil and its not my fault their emotional state wont let them see past the $$ in the situation..we are all broke we all hurt…we all work long hours….get over it…i have tried to be civil and this person just wont see the light she always thinks its a personal attack towards her…I am through with it..i am better then the tension i receive from her…always drama from her …like life is any easier on my end of the stick…so im sorry for you readers that have to endure the poor me entries…just a moment in time…we all have em…i pray that all this fades away and the truth shal set us free…i love all of you for truly giving me the opportunity to voice my opinion without judgement…and btw i was called “preaching” how many of you that know me think i preach..my beliefs on you? oh well..enuff on that tangent…the week is almost over and how many of you guys got the pimp juice out and the beer or whiskey chillin…if so drink one for me…i work all weekend…ill be back to write a real entry this is just a short lalalala….sticks middle finger in the air~!….hehehe…that that does not kill you only makes you stronger…….quote of the day:)


"
7,https://www.opendiary.com/m/rebornsoldier/the-real-stuff-756653/,2003-07-30,the real stuff ….,"
http://www.eminem-planet.com/lyrics/eminemshow/14.html
song of the moment…hailes song
I am not angry and not sixty nine either, i am just a guy that has the world on his damn shoulders sometimes and others take personal attacks at my character just because im honest…i had a hell of a night last night i couldnt sleep and this morning had class and had to head bob it thru it..anger is my fuel to the positive side of the horizon…if i gave a damn bout other peoples perception of me .. i can only be good for me or even be cared for by me…but the only reason i write bout sadness is because lonliness gets the best of me at times..i just moved to this area and dont know very many people and am used to a smaller area with lots of people always around..for those of you that dont know..my parents are in prison..my brother in san angelo…we are close and unfortunatly the only family i have at the moment. the rest of my family isnt close and scattered so the support system for now is the internet and the few people i know…and those people have their own problems so i keep alot to myself.i miss having a gf yes…but i miss the closeness of what a female brings…and this area is so fast that its not the easiest to get to know someone or to keep them around…can someone explain why drivin around dallas that it seems like the roads never end….lol oh well, just wanted to send a shout out of positive light even though it has been a hellofa day..hot hot hot…love you all and if ya can say a prayer for me……..:) ~~ martin
"
8,https://www.opendiary.com/m/rebornsoldier/will-it-ever-make-sense-756654/,2003-07-31,will it ever make sense?,"
mood:here and there
song:bring me to life>evanescense
In a cloud studded storm a drenced soul
looks for shelter or a calm so they can 
get some control,the rain never stops and
the aching pain in the veins of life always
seem to slow and stop even tho a jolt of 
thunder always makes it start again, been
searching many years for a answer to the 
storm all i can think of is it was around
before i was born,the stillness of a moment
in time, the ticking of the clock that just 
seems to stand still, the half empty glass
of will, raising your head to the sky, asking
for cleanseing so the rain doesnt burn the skin
then off again we go to sin, we fall in a enigma
of questions that never seen to get answered 
in this quest we call life..just faces with 
different masks, is the true identity ever 
really seen?, the battle scars are etched across
my organ of trickling life juice, that to is 
always trying to stop and explode,the glass that 
have etched my eyes for so many years, i am 
ready for the tears, they never escape but build
up underneath the surface of the sandy skin,i dont
know what pain is anymore even tho my mind tells
me to feel, lost in a three walled world with no
exits or seals…the air is thick in here the 
beating of the drums never quit, a passion of 
stinch fills the air, aching for the rain to appear,
help the tears seep thru the cuts in my veins 
and slits in my soul, i stop long enough to look up 
again and see the thunder roll, feel the juice start to
trickle again, then a warmth comes over my soul, as 
soon as that starts the tears extinquish the flame 
and and there we are again…plz help my veins to bleed
the oceans of salty venom that is constantly burning
my flame out…help it to start and never stop,help
it to overcome the distance from my HEArt, somewhere
in between there is a place of redemption and not of
pain….but will i ever make it thru the rain???
hey you guys, hope you are having a great day, i felt creative today and decided to jot down some lines…i am happy and chilling. i love to write poetry and make up art….:) i just had a bowel of cereal some poppy things…was pretty good.I am goin to get my check and pay some bills…….ugh..lol love you all and hope you have a great day.:) laterssssssss““maRtIn


"
9,https://www.opendiary.com/m/rebornsoldier/blah-650-756655/,2003-08-01,…..blah,"
i just woke up and am not quite awake yet..i dont have long on here because i have to work a double today..so i dont really have much to share right now…lol hope you guys have a great day
"
